Especialidad,Jornada_Horaria,Mes,Semana_Iso,Dia_Sem_Iso,Oferta_programada,Bloqueo,Oferta_disponible,Citas_asignadas,Sobrecupos,Cupos_Vendidos,Ticket_Integral_Especialidad
Categoria_52,Turno_B,3,12,2,82,12,70,3,0,0,143767
Categoria_49,Turno_B,2,9,2,52,34,18,18,0,0,58984
Categoria_04,Turno_A,3,13,5,9,0,9,0,0,0,298998
Categoria_04,Turno_A,3,10,2,11,0,11,0,0,0,298998
Categoria_09,Turno_A,3,12,2,82,0,82,31,0,0,22666
Categoria_56,Turno_B,3,12,2,7,0,7,6,0,0,283109
Categoria_26,Turno_B,3,12,2,136,28,108,3,0,0,490754
Categoria_54,Turno_A,3,13,1,14,0,14,1,0,0,130151
Categoria_54,Turno_A,3,14,1,14,0,14,0,0,0,130151
Categoria_25,Turno_B,3,13,3,19,0,19,19,0,0,988732
Categoria_41,Turno_B,2,9,2,42,0,42,42,0,0,465808
Categoria_61,Turno_B,3,13,4,92,0,92,0,0,0,144633
Categoria_42,Turno_B,3,10,4,26,0,26,26,0,0,934414
Categoria_14,Turno_A,3,11,5,26,0,26,26,0,0,658663
Categoria_36,Turno_A,3,10,6,17,0,17,9,0,0,499570
Categoria_52,Turno_A,3,10,4,139,0,139,9,0,0,143767
Categoria_60,Turno_A,3,10,5,65,0,65,1,0,0,40535
Categoria_12,Turno_A,3,13,4,76,0,76,1,0,0,848688
Categoria_22,Turno_B,3,10,1,10,10,0,0,0,0,907421
Categoria_45,Turno_B,3,14,2,11,0,11,0,0,0,211664
Categoria_20,Turno_A,3,12,4,42,18,24,24,0,0,804824
Categoria_24,Turno_A,3,13,4,33,0,33,3,0,0,23986
Categoria_12,Turno_A,3,10,3,94,42,52,15,0,0,848688
Categoria_48,Turno_B,3,13,4,49,0,49,35,0,0,311648
Categoria_59,Turno_B,3,10,4,20,0,20,7,0,0,596146
Categoria_59,Turno_B,3,11,5,26,0,26,3,0,0,596146
Categoria_34,Turno_A,3,10,1,15,0,15,1,0,0,904498
Categoria_07,Turno_A,3,13,4,8,0,8,0,0,0,927710
Categoria_36,Turno_B,2,9,1,27,0,27,13,0,0,499570
Categoria_26,Turno_A,3,10,1,258,119,139,37,0,0,490754
Categoria_68,Turno_A,3,10,4,54,0,54,6,0,0,995067
Categoria_44,Turno_A,3,10,3,62,0,62,36,0,0,698519
Categoria_08,Turno_B,3,10,2,22,0,22,23,0,0,310804
Categoria_26,Turno_A,3,11,5,166,36,130,6,0,0,490754
Categoria_26,Turno_A,3,13,3,170,16,154,33,0,0,490754
Categoria_41,Turno_A,3,11,6,46,0,46,8,0,0,465808
Categoria_41,Turno_B,3,11,5,48,0,48,4,0,0,465808
Categoria_14,Turno_A,3,13,3,15,0,15,11,0,0,658663
Categoria_41,Turno_B,3,10,4,41,0,41,21,0,0,465808
Categoria_41,Turno_A,3,10,4,51,0,51,22,0,0,465808
Categoria_52,Turno_A,3,12,2,154,15,139,2,0,0,143767
Categoria_51,Turno_A,3,11,6,34,0,34,4,0,0,657972
Categoria_53,Turno_A,3,10,4,27,0,27,26,0,0,860937
Categoria_44,Turno_B,3,11,2,23,0,23,7,0,0,698519
Categoria_03,Turno_B,3,13,2,5,0,5,0,0,0,298998
Categoria_59,Turno_A,3,12,2,23,0,23,2,0,0,596146
Categoria_63,Turno_A,3,12,3,78,0,78,20,0,0,34538
Categoria_15,Turno_B,3,10,3,18,0,18,13,0,0,482525
Categoria_12,Turno_B,3,13,1,68,0,68,0,0,0,848688
Categoria_27,Turno_B,3,11,1,6,0,6,0,0,0,194064
Categoria_17,Turno_B,3,14,2,3,0,3,0,0,0,312918
Categoria_58,Turno_A,3,13,2,31,0,31,22,0,0,274712
Categoria_48,Turno_B,3,11,2,61,3,58,58,0,0,311648
Categoria_41,Turno_A,3,11,5,58,0,58,4,0,0,465808
Categoria_47,Turno_A,3,13,2,25,0,25,0,0,0,831654
Categoria_38,Turno_A,3,13,4,6,0,6,1,0,0,638776
Categoria_25,Turno_A,3,11,5,15,0,15,15,0,0,988732
Categoria_42,Turno_A,3,12,2,18,0,18,18,0,0,934414
Categoria_60,Turno_B,2,9,1,40,0,40,31,0,0,40535
Categoria_68,Turno_C,2,9,4,8,0,8,2,0,0,995067
Categoria_12,Turno_A,3,14,1,84,0,84,0,0,0,848688
Categoria_61,Turno_A,3,12,5,22,0,22,0,0,0,144633
Categoria_04,Turno_A,2,9,3,3,0,3,0,0,0,298998
Categoria_44,Turno_A,3,12,5,49,0,49,10,0,0,698519
Categoria_24,Turno_A,3,13,1,27,0,27,3,0,0,23986
Categoria_24,Turno_A,3,11,2,12,0,12,7,0,0,23986
Categoria_24,Turno_B,3,13,1,10,0,10,1,0,0,23986
Categoria_33,Turno_A,3,12,2,1,0,1,0,0,0,298998
Categoria_35,Turno_B,3,11,1,217,32,185,5,0,0,139312
Categoria_65,Turno_A,3,10,4,85,19,66,28,0,0,501234
Categoria_12,Turno_B,3,13,4,43,0,43,0,0,0,848688
Categoria_42,Turno_A,3,11,5,24,0,24,24,0,0,934414
Categoria_36,Turno_A,3,13,2,27,0,27,1,0,0,499570
Categoria_65,Turno_B,3,10,4,41,0,41,12,0,0,501234
Categoria_44,Turno_A,3,11,2,35,0,35,18,0,0,698519
Categoria_10,Turno_B,3,12,2,4,0,4,1,0,0,909684
Categoria_49,Turno_B,3,13,3,61,0,61,1,0,0,58984
Categoria_53,Turno_B,3,13,3,18,0,18,1,0,0,860937
Categoria_40,Turno_A,3,12,3,12,0,12,1,0,0,149182
Categoria_08,Turno_A,3,13,5,13,0,13,5,0,0,310804
Categoria_66,Turno_A,2,9,4,33,0,33,22,0,0,146330
Categoria_66,Turno_A,3,12,4,33,0,33,2,0,0,146330
Categoria_66,Turno_A,3,13,2,21,0,21,0,0,0,146330
Categoria_60,Turno_B,2,9,4,32,0,32,3,0,0,40535
Categoria_04,Turno_A,3,12,3,3,0,3,0,0,0,298998
Categoria_44,Turno_B,3,14,1,25,0,25,6,0,0,698519
Categoria_68,Turno_A,3,11,5,108,0,108,1,0,0,995067
Categoria_03,Turno_B,3,12,1,6,0,6,0,0,0,298998
Categoria_59,Turno_A,3,10,1,14,0,14,2,0,0,596146
Categoria_23,Turno_A,3,14,2,32,0,32,0,0,0,298998
Categoria_23,Turno_A,2,9,1,32,32,0,0,0,0,298998
Categoria_34,Turno_A,3,10,4,54,0,54,0,0,0,904498
Categoria_35,Turno_A,3,13,5,205,2,203,0,0,0,139312
Categoria_Desconocida,Turno_B,3,12,3,21,6,15,0,0,0,298998
Categoria_36,Turno_A,2,9,4,31,14,17,1,0,0,499570
Categoria_36,Turno_A,3,11,3,28,0,28,1,0,0,499570
Categoria_65,Turno_A,3,11,5,66,35,31,2,0,0,501234
Categoria_37,Turno_B,3,10,2,24,0,24,24,0,0,294806
Categoria_64,Turno_A,3,13,1,16,0,16,0,0,0,386896
Categoria_64,Turno_A,3,12,5,44,0,44,0,0,0,386896
Categoria_58,Turno_A,3,11,3,31,0,31,31,0,0,274712
Categoria_68,Turno_B,3,10,4,58,0,58,11,0,0,995067
Categoria_36,Turno_B,2,9,4,35,18,17,1,0,0,499570
Categoria_08,Turno_A,3,12,3,40,0,40,11,0,0,310804
Categoria_20,Turno_A,2,9,4,42,0,42,42,0,0,804824
Categoria_20,Turno_A,3,10,6,20,20,0,0,0,0,804824
Categoria_59,Turno_A,2,9,2,23,0,23,6,0,0,596146
Categoria_24,Turno_A,3,14,1,27,0,27,2,0,0,23986
Categoria_33,Turno_A,2,9,2,1,0,1,0,0,0,298998
Categoria_41,Turno_B,3,10,1,62,0,62,59,0,0,465808
Categoria_59,Turno_B,3,10,1,26,0,26,8,0,0,596146
Categoria_35,Turno_B,3,11,4,121,12,109,0,0,0,139312
Categoria_35,Turno_B,3,12,3,176,10,166,0,0,0,139312
Categoria_05,Turno_B,3,12,4,16,0,16,0,0,0,168338
Categoria_09,Turno_B,3,11,5,56,0,56,8,0,0,22666
Categoria_68,Turno_B,3,11,5,53,0,53,3,0,0,995067
Categoria_37,Turno_A,3,12,3,12,0,12,5,0,0,294806
Categoria_24,Turno_A,2,9,6,11,0,11,11,0,0,23986
Categoria_54,Turno_A,3,13,4,17,0,17,0,0,0,130151
Categoria_09,Turno_B,2,9,2,92,25,67,54,0,0,22666
Categoria_62,Turno_A,3,12,2,21,0,21,0,0,0,611661
Categoria_34,Turno_B,3,11,5,41,13,28,0,0,0,904498
Categoria_09,Turno_B,3,13,3,95,0,95,20,0,0,22666
Categoria_51,Turno_B,3,10,1,36,4,32,32,0,0,657972
Categoria_56,Turno_A,3,12,2,12,0,12,12,0,0,283109
Categoria_56,Turno_A,3,11,6,19,0,19,19,0,0,283109
Categoria_45,Turno_A,3,12,1,18,0,18,4,0,0,211664
Categoria_45,Turno_A,2,9,1,18,0,18,18,0,0,211664
Categoria_63,Turno_A,2,9,3,78,0,78,78,0,0,34538
Categoria_44,Turno_B,3,10,3,27,0,27,19,0,0,698519
Categoria_12,Turno_A,3,11,2,106,0,106,11,0,0,848688
Categoria_44,Turno_A,2,9,6,56,32,24,24,0,0,698519
Categoria_52,Turno_A,3,10,1,185,5,180,18,0,0,143767
Categoria_36,Turno_B,3,10,5,26,0,26,1,0,0,499570
Categoria_60,Turno_A,3,14,2,46,0,46,0,0,0,40535
Categoria_25,Turno_B,3,12,2,58,15,43,43,0,0,988732
Categoria_21,Turno_A,2,9,5,12,12,0,0,0,0,466551
Categoria_07,Turno_B,3,13,4,6,0,6,0,0,0,927710
Categoria_49,Turno_A,2,9,2,65,20,45,45,0,0,58984
Categoria_40,Turno_A,3,11,1,26,0,26,1,0,0,149182
Categoria_56,Turno_B,3,13,3,8,0,8,0,0,0,283109
Categoria_62,Turno_A,3,10,1,18,0,18,7,0,0,611661
Categoria_63,Turno_B,3,11,4,43,0,43,6,0,0,34538
Categoria_09,Turno_A,3,11,5,102,0,102,38,0,0,22666
Categoria_61,Turno_A,3,13,1,22,0,22,2,0,0,144633
Categoria_23,Turno_A,3,11,3,8,0,8,0,0,0,298998
Categoria_24,Turno_A,3,12,5,12,0,12,1,0,0,23986
Categoria_Desconocida,Turno_B,2,9,3,21,0,21,6,0,0,298998
Categoria_36,Turno_A,3,12,1,31,0,31,3,0,0,499570
Categoria_69,Turno_B,3,13,2,24,15,9,0,0,0,361279
Categoria_26,Turno_B,3,11,5,120,20,100,2,0,0,490754
Categoria_11,Turno_A,3,11,4,6,0,6,6,0,0,923910
Categoria_49,Turno_A,3,13,3,44,0,44,2,0,0,58984
Categoria_28,Turno_A,2,9,4,18,0,18,3,0,0,633094
Categoria_41,Turno_B,3,12,2,43,0,43,9,0,0,465808
Categoria_34,Turno_B,2,9,2,36,24,12,0,0,0,904498
Categoria_60,Turno_A,3,12,4,56,0,56,0,0,0,40535
Categoria_68,Turno_A,2,9,2,55,14,41,25,0,0,995067
Categoria_33,Turno_B,3,10,4,2,0,2,0,0,0,298998
Categoria_20,Turno_B,3,10,5,38,38,0,0,0,0,804824
Categoria_04,Turno_B,3,10,2,4,0,4,0,0,0,298998
Categoria_24,Turno_B,3,12,5,10,0,10,2,0,0,23986
Categoria_Desconocida,Turno_A,2,9,3,35,23,12,2,0,0,298998
Categoria_48,Turno_A,3,10,3,33,0,33,33,0,0,311648
Categoria_65,Turno_B,3,10,1,35,9,26,20,0,0,501234
Categoria_39,Turno_B,3,12,3,11,0,11,0,0,0,60015
Categoria_38,Turno_A,3,11,2,3,0,3,3,0,0,638776
Categoria_63,Turno_A,3,11,1,71,11,60,18,0,0,34538
Categoria_49,Turno_A,3,10,4,81,0,81,27,0,0,58984
Categoria_62,Turno_A,3,10,4,46,0,46,6,0,0,611661
Categoria_65,Turno_A,3,10,1,113,0,113,6,0,0,501234
Categoria_44,Turno_A,2,9,5,49,0,49,49,0,0,698519
Categoria_44,Turno_A,3,12,6,44,27,17,3,0,0,698519
Categoria_62,Turno_A,3,13,3,28,15,13,0,0,0,611661
Categoria_48,Turno_A,3,13,1,20,0,20,20,0,0,311648
Categoria_51,Turno_B,2,9,2,40,0,40,40,0,0,657972
Categoria_59,Turno_B,2,9,2,20,0,20,9,0,0,596146
Categoria_Desconocida,Turno_A,3,13,6,15,0,15,0,0,0,298998
Categoria_16,Turno_A,3,12,2,20,0,20,0,0,0,263618
Categoria_61,Turno_B,3,13,1,66,0,66,2,0,0,144633
Categoria_49,Turno_A,3,11,5,82,0,82,3,0,0,58984
Categoria_66,Turno_A,2,9,1,17,0,17,17,0,0,146330
Categoria_67,Turno_B,3,11,1,22,0,22,0,0,0,713550
Categoria_58,Turno_A,2,9,4,21,0,21,21,0,0,274712
Categoria_54,Turno_A,2,9,5,8,0,8,8,0,0,130151
Categoria_47,Turno_A,3,11,3,25,0,25,3,0,0,831654
Categoria_38,Turno_A,2,9,5,6,6,0,0,0,0,638776
Categoria_06,Turno_B,2,9,2,14,14,0,0,0,0,717611
Categoria_45,Turno_B,3,11,3,40,17,23,10,0,0,211664
Categoria_25,Turno_B,3,10,1,34,0,34,34,0,0,988732
Categoria_15,Turno_B,3,13,4,10,0,10,0,0,0,482525
Categoria_52,Turno_B,3,13,3,39,0,39,1,0,0,143767
Categoria_37,Turno_B,3,11,4,19,0,19,17,0,0,294806
Categoria_26,Turno_B,3,10,1,142,23,119,80,0,0,490754
Categoria_04,Turno_A,3,11,1,11,0,11,0,0,0,298998
Categoria_64,Turno_B,3,13,4,18,0,18,0,0,0,386896
Categoria_41,Turno_C,3,12,1,5,0,5,1,0,0,465808
Categoria_54,Turno_B,3,13,1,19,0,19,0,0,0,130151
Categoria_08,Turno_B,3,13,5,2,0,2,0,0,0,310804
Categoria_60,Turno_A,2,9,4,56,31,25,8,0,0,40535
Categoria_52,Turno_B,2,9,2,106,12,94,28,0,0,143767
Categoria_40,Turno_A,3,10,2,19,0,19,4,0,0,149182
Categoria_42,Turno_B,3,12,2,14,0,14,14,0,0,934414
Categoria_43,Turno_A,3,12,2,6,0,6,0,0,0,129176
Categoria_43,Turno_B,2,9,2,8,0,8,8,0,0,129176
Categoria_09,Turno_A,3,13,3,120,0,120,12,0,0,22666
Categoria_57,Turno_A,3,10,1,6,0,6,2,0,0,978140
Categoria_44,Turno_B,3,13,1,25,0,25,5,0,0,698519
Categoria_69,Turno_B,3,14,2,24,0,24,0,0,0,361279
Categoria_14,Turno_B,3,12,2,38,0,38,38,0,0,658663
Categoria_Desconocida,Turno_A,3,13,5,23,0,23,0,0,0,298998
Categoria_12,Turno_B,3,10,3,37,0,37,12,0,0,848688
Categoria_18,Turno_A,3,13,4,8,0,8,0,0,0,298998
Categoria_49,Turno_B,3,12,2,52,17,35,4,0,0,58984
Categoria_17,Turno_B,3,13,2,3,0,3,0,0,0,312918
Categoria_64,Turno_A,3,13,4,58,0,58,0,0,0,386896
Categoria_56,Turno_B,3,10,1,9,9,0,0,0,0,283109
Categoria_56,Turno_B,3,10,4,9,9,0,0,0,0,283109
Categoria_37,Turno_B,3,12,3,18,0,18,7,0,0,294806
Categoria_47,Turno_A,3,12,4,21,0,21,0,0,0,831654
Categoria_42,Turno_B,3,13,3,12,0,12,12,0,0,934414
Categoria_67,Turno_A,3,13,6,32,0,32,0,0,0,713550
Categoria_09,Turno_A,3,10,1,44,28,16,2,0,0,22666
Categoria_64,Turno_B,3,13,1,36,16,20,0,0,0,386896
Categoria_12,Turno_B,3,11,2,36,0,36,5,0,0,848688
Categoria_61,Turno_B,3,11,2,118,0,118,6,0,0,144633
Categoria_53,Turno_A,3,11,5,35,0,35,21,0,0,860937
Categoria_04,Turno_A,3,11,4,2,0,2,0,0,0,298998
Categoria_51,Turno_B,3,11,5,46,20,26,3,0,0,657972
Categoria_33,Turno_A,3,11,6,8,0,8,0,0,0,298998
Categoria_35,Turno_A,3,13,6,158,0,158,3,0,0,139312
Categoria_07,Turno_A,2,9,6,6,0,6,6,0,0,927710
Categoria_05,Turno_B,3,14,2,3,0,3,0,0,0,168338
Categoria_64,Turno_A,3,10,3,36,0,36,1,0,0,386896
Categoria_14,Turno_A,3,12,2,4,0,4,0,0,0,658663
Categoria_68,Turno_B,3,13,3,72,0,72,0,0,0,995067
Categoria_12,Turno_A,3,13,1,84,0,84,1,0,0,848688
Categoria_38,Turno_B,3,10,3,9,0,9,9,0,0,638776
Categoria_63,Turno_B,3,12,3,12,0,12,0,0,0,34538
Categoria_53,Turno_A,3,11,6,20,0,20,18,0,0,860937
Categoria_68,Turno_A,3,13,3,54,0,54,1,0,0,995067
Categoria_40,Turno_A,3,13,5,27,0,27,1,0,0,149182
Categoria_48,Turno_A,3,12,5,51,0,51,40,0,0,311648
Categoria_14,Turno_C,3,12,1,8,0,8,8,0,0,658663
Categoria_62,Turno_A,2,9,2,21,21,0,0,0,0,611661
Categoria_43,Turno_B,3,12,2,8,0,8,0,0,0,129176
Categoria_51,Turno_B,3,13,3,41,0,41,0,0,0,657972
Categoria_56,Turno_A,3,11,5,9,0,9,9,0,0,283109
Categoria_54,Turno_B,3,11,2,10,10,0,0,0,0,130151
Categoria_59,Turno_A,3,10,4,11,0,11,2,0,0,596146
Categoria_24,Turno_A,2,9,5,12,0,12,9,0,0,23986
Categoria_33,Turno_A,3,10,4,7,0,7,0,0,0,298998
Categoria_69,Turno_B,3,12,4,24,24,0,0,0,0,361279
Categoria_64,Turno_B,3,11,2,34,0,34,0,0,0,386896
Categoria_47,Turno_A,2,9,1,26,26,0,0,0,0,831654
Categoria_51,Turno_A,3,10,4,40,0,40,31,0,0,657972
Categoria_61,Turno_A,3,14,1,22,0,22,0,0,0,144633
Categoria_23,Turno_A,2,9,4,32,32,0,0,0,0,298998
Categoria_23,Turno_A,3,12,1,32,0,32,0,0,0,298998
Categoria_34,Turno_A,2,9,2,67,0,67,5,0,0,904498
Categoria_48,Turno_A,2,9,5,51,0,51,51,0,0,311648
Categoria_Desconocida,Turno_B,3,10,2,18,0,18,0,0,0,298998
Categoria_09,Turno_B,3,10,1,107,85,22,7,0,0,22666
Categoria_08,Turno_A,3,11,4,71,22,49,32,0,0,310804
Categoria_66,Turno_A,3,11,3,39,0,39,3,0,0,146330
Categoria_61,Turno_B,3,14,1,66,0,66,0,0,0,144633
Categoria_54,Turno_B,3,12,5,8,0,8,3,0,0,130151
Categoria_06,Turno_A,3,10,4,12,0,12,12,0,0,717611
Categoria_49,Turno_B,3,10,1,31,0,31,20,0,0,58984
Categoria_64,Turno_B,3,14,1,36,36,0,0,0,0,386896
Categoria_64,Turno_B,2,9,5,16,16,0,0,0,0,386896
Categoria_43,Turno_A,3,11,5,6,0,6,0,0,0,129176
Categoria_68,Turno_A,3,11,6,67,0,67,3,0,0,995067
Categoria_03,Turno_B,2,9,4,5,0,5,0,0,0,298998
Categoria_62,Turno_B,3,13,3,34,0,34,0,0,0,611661
Categoria_40,Turno_B,2,9,3,8,0,8,4,0,0,149182
Categoria_68,Turno_B,3,12,2,64,0,64,0,0,0,995067
Categoria_33,Turno_A,3,13,3,9,0,9,0,0,0,298998
Categoria_02,Turno_A,3,10,5,15,0,15,15,0,0,655914
Categoria_37,Turno_A,2,9,3,12,0,12,12,0,0,294806
Categoria_54,Turno_C,2,9,3,2,0,2,2,0,0,130151
Categoria_14,Turno_B,2,9,2,38,0,38,38,0,0,658663
Categoria_53,Turno_B,2,9,2,18,-2,20,20,0,0,860937
Categoria_43,Turno_A,2,9,2,6,0,6,6,0,0,129176
Categoria_46,Turno_A,3,13,2,15,0,15,3,0,0,625270
Categoria_53,Turno_A,3,10,1,28,0,28,27,0,0,860937
Categoria_33,Turno_C,2,9,1,1,0,1,0,0,0,298998
Categoria_10,Turno_A,2,9,2,8,0,8,8,0,0,909684
Categoria_48,Turno_B,3,14,1,15,0,15,1,0,0,311648
Categoria_60,Turno_B,3,12,4,24,0,24,0,0,0,40535
Categoria_05,Turno_B,3,13,2,3,0,3,0,0,0,168338
Categoria_12,Turno_C,3,12,3,8,0,8,0,0,0,848688
Categoria_60,Turno_A,3,12,1,76,0,76,3,0,0,40535
Categoria_42,Turno_B,2,9,2,14,0,14,14,0,0,934414
Categoria_65,Turno_A,3,12,2,99,0,99,1,0,0,501234
Categoria_63,Turno_A,3,10,2,24,0,24,24,0,0,34538
Categoria_44,Turno_A,3,13,4,44,0,44,6,0,0,698519
Categoria_48,Turno_B,3,13,1,15,0,15,11,0,0,311648
Categoria_Desconocida,Turno_A,3,11,1,23,0,23,1,0,0,298998
Categoria_25,Turno_B,3,11,5,12,0,12,12,0,0,988732
Categoria_22,Turno_A,3,11,6,7,0,7,7,0,0,907421
Categoria_28,Turno_B,2,9,4,15,15,0,0,0,0,633094
Categoria_38,Turno_A,3,13,1,6,0,6,1,0,0,638776
Categoria_36,Turno_A,3,14,2,27,0,27,0,0,0,499570
Categoria_04,Turno_C,3,13,3,2,0,2,0,0,0,298998
Categoria_45,Turno_B,3,12,1,13,0,13,2,0,0,211664
Categoria_65,Turno_A,3,11,6,21,0,21,1,0,0,501234
Categoria_21,Turno_A,3,13,1,12,0,12,12,0,0,466551
Categoria_01,Turno_A,3,10,3,10,0,10,10,0,0,557707
Categoria_17,Turno_B,2,9,1,10,0,10,8,0,0,312918
Categoria_27,Turno_B,2,9,3,6,0,6,1,0,0,194064
Categoria_56,Turno_A,3,10,1,9,9,0,0,0,0,283109
Categoria_67,Turno_A,3,11,4,28,0,28,1,0,0,713550
Categoria_14,Turno_B,3,10,1,4,0,4,0,0,0,658663
Categoria_46,Turno_A,3,11,3,15,0,15,15,0,0,625270
Categoria_34,Turno_A,3,11,5,32,16,16,0,0,0,904498
Categoria_07,Turno_B,3,14,1,13,0,13,0,0,0,927710
Categoria_28,Turno_A,3,11,3,18,0,18,2,0,0,633094
Categoria_54,Turno_B,3,14,1,19,0,19,0,0,0,130151
Categoria_14,Turno_C,2,9,1,8,0,8,8,0,0,658663
Categoria_58,Turno_A,2,9,1,17,0,17,17,0,0,274712
Categoria_08,Turno_A,2,9,3,40,14,26,26,0,0,310804
Categoria_57,Turno_A,3,10,4,6,0,6,0,0,0,978140
Categoria_61,Turno_A,2,9,5,22,22,0,0,0,0,144633
Categoria_20,Turno_A,2,9,1,38,0,38,38,0,0,804824
Categoria_23,Turno_A,3,13,2,32,0,32,0,0,0,298998
Categoria_48,Turno_A,3,11,2,49,0,49,49,0,0,311648
Categoria_29,Turno_A,2,9,5,6,0,6,6,0,0,228969
Categoria_40,Turno_B,3,10,2,14,0,14,7,0,0,149182
Categoria_11,Turno_B,3,11,4,34,0,34,13,0,0,923910
Categoria_48,Turno_A,3,13,4,54,0,54,38,0,0,311648
Categoria_56,Turno_B,2,9,2,7,7,0,0,0,0,283109
Categoria_36,Turno_B,3,11,3,18,0,18,1,0,0,499570
Categoria_66,Turno_B,2,9,1,12,12,0,0,0,0,146330
Categoria_34,Turno_B,3,12,2,36,0,36,0,0,0,904498
Categoria_12,Turno_A,3,12,5,78,0,78,0,0,0,848688
Categoria_40,Turno_B,3,12,3,8,0,8,0,0,0,149182
Categoria_04,Turno_B,3,11,4,4,0,4,0,0,0,298998
Categoria_54,Turno_A,3,10,3,19,0,19,4,0,0,130151
Categoria_38,Turno_A,3,10,3,3,0,3,3,0,0,638776
Categoria_36,Turno_A,3,12,4,31,0,31,0,0,0,499570
Categoria_14,Turno_A,3,10,4,28,16,12,12,0,0,658663
Categoria_49,Turno_A,3,11,6,16,0,16,16,0,0,58984
Categoria_10,Turno_B,3,10,4,6,0,6,0,0,0,909684
Categoria_45,Turno_B,2,9,1,13,0,13,13,0,0,211664
Categoria_20,Turno_B,3,12,4,24,24,0,0,0,0,804824
Categoria_36,Turno_B,3,12,1,30,0,30,0,0,0,499570
Categoria_07,Turno_B,3,13,1,13,0,13,0,0,0,927710
Categoria_28,Turno_A,3,12,4,18,0,18,0,0,0,633094
Categoria_47,Turno_A,3,12,1,23,1,22,0,0,0,831654
Categoria_47,Turno_A,2,9,4,24,4,20,20,0,0,831654
Categoria_45,Turno_A,3,13,2,6,0,6,0,0,0,211664
Categoria_49,Turno_B,3,11,5,34,0,34,9,0,0,58984
Categoria_33,Turno_C,3,12,4,1,0,1,0,0,0,298998
Categoria_59,Turno_A,3,11,6,11,0,11,1,0,0,596146
Categoria_51,Turno_A,3,11,5,45,27,18,2,0,0,657972
Categoria_05,Turno_A,3,11,3,16,0,16,2,0,0,168338
Categoria_16,Turno_A,3,11,5,14,0,14,0,0,0,263618
Categoria_12,Turno_A,3,12,6,16,0,16,0,0,0,848688
Categoria_10,Turno_B,2,9,2,4,4,0,0,0,0,909684
Categoria_67,Turno_B,3,10,2,30,12,18,2,0,0,713550
Categoria_62,Turno_B,3,12,2,21,0,21,1,0,0,611661
Categoria_03,Turno_B,2,9,1,6,0,6,0,0,0,298998
Categoria_Desconocida,Turno_A,3,10,2,14,0,14,0,0,0,298998
Categoria_21,Turno_A,3,14,1,12,0,12,12,0,0,466551
Categoria_04,Turno_B,3,11,1,4,0,4,0,0,0,298998
Categoria_34,Turno_B,3,10,4,24,0,24,0,0,0,904498
Categoria_20,Turno_B,3,12,1,32,0,32,32,0,0,804824
Categoria_22,Turno_B,3,13,3,8,0,8,8,0,0,907421
Categoria_05,Turno_A,3,14,2,9,0,9,0,0,0,168338
Categoria_09,Turno_A,3,11,6,12,0,12,2,0,0,22666
Categoria_60,Turno_B,3,14,2,16,0,16,0,0,0,40535
Categoria_58,Turno_A,3,14,2,31,15,16,7,0,0,274712
Categoria_16,Turno_C,3,12,1,6,0,6,0,0,0,263618
Categoria_36,Turno_B,3,12,4,18,0,18,0,0,0,499570
Categoria_52,Turno_A,3,11,6,60,0,60,2,0,0,143767
Categoria_42,Turno_B,3,10,1,27,0,27,27,0,0,934414
Categoria_62,Turno_A,3,11,5,37,0,37,2,0,0,611661
Categoria_60,Turno_B,3,11,3,20,0,20,0,0,0,40535
Categoria_10,Turno_A,3,12,2,8,0,8,1,0,0,909684
Categoria_50,Turno_B,3,13,1,6,0,6,0,0,0,228126
Categoria_64,Turno_A,2,9,5,44,7,37,12,0,0,386896
Categoria_06,Turno_B,3,10,1,6,0,6,6,0,0,717611
Categoria_67,Turno_A,3,11,1,73,0,73,6,0,0,713550
Categoria_60,Turno_B,3,13,2,16,0,16,0,0,0,40535
Categoria_03,Turno_B,3,14,2,5,0,5,0,0,0,298998
Categoria_69,Turno_A,3,11,3,17,0,17,0,0,0,361279
Categoria_24,Turno_A,3,12,6,11,0,11,0,0,0,23986
Categoria_54,Turno_B,2,9,5,8,0,8,8,0,0,130151
Categoria_58,Turno_A,3,10,5,6,6,0,0,0,0,274712
Categoria_64,Turno_B,3,12,5,16,0,16,0,0,0,386896
Categoria_20,Turno_B,2,9,4,24,0,24,24,0,0,804824
Categoria_Desconocida,Turno_B,3,11,4,15,0,15,0,0,0,298998
Categoria_59,Turno_C,3,12,1,3,0,3,0,0,0,596146
Categoria_17,Turno_B,3,12,1,10,0,10,1,0,0,312918
Categoria_25,Turno_A,3,12,2,14,0,14,14,0,0,988732
Categoria_08,Turno_B,2,9,3,20,0,20,20,0,0,310804
Categoria_28,Turno_B,2,9,1,15,15,0,0,0,0,633094
Categoria_60,Turno_A,3,13,2,46,0,46,0,0,0,40535
Categoria_45,Turno_B,3,13,2,11,0,11,0,0,0,211664
Categoria_20,Turno_B,2,9,1,32,14,18,18,0,0,804824
Categoria_44,Turno_B,3,13,4,40,9,31,3,0,0,698519
Categoria_05,Turno_A,2,9,1,25,9,16,16,0,0,168338
Categoria_14,Turno_B,3,11,5,16,0,16,16,0,0,658663
Categoria_21,Turno_A,3,12,5,12,0,12,12,0,0,466551
Categoria_17,Turno_B,3,10,5,4,0,4,0,0,0,312918
Categoria_65,Turno_A,3,13,3,39,0,39,0,0,0,501234
